id,page,tier,negative,block,refs,title,given,when,then,section,source_line,form
QA-DATA-03,tracking-missing,ADMIN,False,DATA,[BR-35];[DC-1];[DC-8],"Given a pool item created at T0 and matched at T1, Then T1 − T0 is computable from [DC-1] and [DC-8] alone, with no additional instrumentation [BR-35].",,,,8.13 Block DATA — persistence and derivability,1253,prose
QA-DATA-04,tracking-missing,ADMIN,False,DATA,[BR-35];[DC-3],"Given 100 View Orders lookups of which 12 ended in sent_to_pool, Then the lookup-failure rate is computable from [DC-3] alone [BR-35].",,,,8.13 Block DATA — persistence and derivability,1255,prose
QA-DATA-05,tracking-missing,ADMIN,True,DATA,[G-8];[L-M1];[L-M2];[N-12];[N-3];[N-6];[N-7];[N-8];[N-9],"Given a resolver opens and closes the Comments hub, switches tabs, opens and cancels [L-M2], closes [L-M1] via the backdrop and via Esc, scrolls the table, types a comment draft without posting, and clicks a candidate order link, Then no event is persisted for any of those actions — they are declared non-events [N-3], [N-6], [N-7], [N-8], [N-9], [N-12] [G-8].",,,,8.13 Block DATA — persistence and derivability,1257,prose
QA-DATA-06,tracking-missing,ADMIN,False,DATA,[DC-18];[DC-19];[E-37],"Given the aging job runs against a pool holding 2 items older than 24 h, Then [DC-18] records both with age_hours And [DC-19] records one delivery to #unrecognized-tracking [PD-61 · OWNER-PENDING]; Given the pool is empty, Then [DC-18] is recorded with items: [] and [DC-19] is not emitted [E-37].",,,,8.13 Block DATA — persistence and derivability,1259,prose
QA-DATA-07,tracking-missing,ADMIN,False,DATA,[DC-11];[DC-20];[G-7],"Given a comment posted on a pool item with an @mention, Then [DC-20] persists with entity_type: unrecognized_item And [DC-11] persists the #fulfillment-admin-comments (C0BMGEWM5QA) dispatch with the deep link [G-7].",,,,8.13 Block DATA — persistence and derivability,1261,prose
QA-DATA-08,tracking-missing,ADMIN,True,DATA,[DC-26];[E-27];[E-71],"Given a registrant with no Slack mapping, When a match auto-comment is posted, Then the comment posts with a plain-text name, the flow does not fail, and [DC-26] is persisted [E-27], [E-71].",,,,8.13 Block DATA — persistence and derivability,1263,prose
QA-DATA-09,tracking-missing,ADMIN,False,DATA,[BR-35];[DC-14],"Given 20 removals across the four reasons, Then the removal-reason distribution is computable from [DC-14] alone [BR-35].",,,,8.13 Block DATA — persistence and derivability,1265,prose
QA-DATA-10,tracking-missing,ADMIN,False,DATA,[BR-35];[DC-15],"Given 5 removals with reason Routed to inbound request, Then unrequested-inbound volume is computable from [DC-15] alone [BR-35].",,,,8.13 Block DATA — persistence and derivability,1267,prose
QA-DATA-11,tracking-missing,ADMIN,False,DATA,[BR-35];[DC-1],"Given a pool item in a terminal state (MATCHED or REMOVED) for 90 days, Then its full event chain ([DC-1] → terminal) is still queryable, and its comments are still readable — retention is indefinite [BR-35], §5.4.",,,,8.13 Block DATA — persistence and derivability,1269,prose
QA-DATA-12,tracking-missing,ADMIN,False,DATA,[DC-8],"Given a match resolved on this page and another resolved on View Orders M2, Then their [DC-8] events carry source: tracking-missing and source: view-orders-m2 respectively, and both carry source_screen on the baseline envelope [PD-16 · OWNER-PENDING], §5.1.",,,,8.13 Block DATA — persistence and derivability,1271,prose
QA-DATA-13,tracking-missing,ADMIN,True,DATA,[DC-18];[DC-1];[E-46];[E-65],"Given a pool item created on 2026-12-31 and still OPEN on 2027-01-02, Then the Registered At cell still renders 12-31 23:40 with no year and this is not an error [E-65]; And the aging digest reports its age as > 24 h computed from [DC-1]'s full timestamp, never from the displayed MM-DD HH:mm string — an age computed from the display string would read as negative or as ~2 days-minus-a-year and must not be produced [DC-18], [PD-61 · OWNER-PENDING]; And every persisted event for the item carries a full timestamp [E-46].",,,,8.13 Block DATA — persistence and derivability,1273,prose
QA-A11Y-01,tracking-missing,WF,False,A11Y,,"Given the baseline, When I Tab through #poolrow1, Then focus reaches the Review & Match button and then the .xdel button, in that order.",,,,"8.14 Block A11Y — keyboard and announcement ([E-62], [BR-40], §3.14)",1277,prose
QA-A11Y-02,tracking-missing,ADMIN,False,A11Y,[BR-40];[L-M1];[L-M2],"Given the admin, When [L-M1] opens, Then focus moves inside the modal and Tab cycles only within it; When it closes by any path, Then focus returns to the Review & Match button that opened it. The same holds for [L-M2] and its ✕ trigger [BR-40].",,,,"8.14 Block A11Y — keyboard and announcement ([E-62], [BR-40], §3.14)",1279,prose
QA-A11Y-03,tracking-missing,ADMIN,False,A11Y,,"Given the admin, Then the ✕ control exposes an accessible name equivalent to Remove from list, And the Comments button exposes its unread count as text rather than by colour alone.",,,,"8.14 Block A11Y — keyboard and announcement ([E-62], [BR-40], §3.14)",1281,prose
QA-A11Y-04,tracking-missing,ADMIN,False,A11Y,[L-F1],"Given the admin, When any toast fires, Then its text is announced through an ARIA live region without moving focus [L-F1], §3.14.",,,,"8.14 Block A11Y — keyboard and announcement ([E-62], [BR-40], §3.14)",1283,prose
QA-A11Y-05,tracking-missing,WF,False,A11Y,[E-63],"Given the browser viewport is narrowed to 900 px, Then both nested .mockwrap elements report scrollWidth > clientWidth (outer 1280 → 900, inner 1457 → 1248), the 12 <th> are all still rendered in their original order with none hidden, and — after scrolling both .mockwrap elements to their maximum scrollLeft (§8.0 rule 3) — the .xdel button of #poolrow1 has a bounding box fully inside the 900 px viewport [E-63]. (Scrolling only the outer element leaves .xdel at roughly left: 1045 px and the scenario would FAIL for the wrong reason.)",,,,"8.14 Block A11Y — keyboard and announcement ([E-62], [BR-40], §3.14)",1285,prose
QA-WFQ-01,tracking-missing,WF,False,WFQ,,"Given the baseline, When I click Review & Match on the second row, Then #m-match opens showing row 1's COSRX item (Tracking 10323100841207). (§2.4.1 — correct behavior asserted by QA-M1-08.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1291,prose
QA-WFQ-02,tracking-missing,WF,False,WFQ,[L-M2],"Given the baseline, When I remove #poolrow1 via ✕ → [L-M2] confirm (reason Registered by mistake) and then open #m-match from the wf-bar demo button and click Match to this product, Then #matchToast appears (showing the match text) but #poolCount stays at 2 (no further decrement — finishMatch() is hard-wired to the already-removed #poolrow1). (§2.4.7 — correct behavior asserted by QA-MATCH-03 and QA-XDEL-06.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1293,prose
QA-WFQ-03,tracking-missing,WF,True,WFQ,,"Given the baseline, When I click any .xdel, Then #m-remove opens, no row is removed, both counters still read 3, and no toast appears until Remove from pool is confirmed. (Rewritten 2026-08-03 — the pre-fix body asserted the WF-6 quirk ""no dialog, no reason, no toast"", which the wireframe pass resolved; the admin contract remains QA-XDEL-04 / QA-XDEL-06.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1295,prose
QA-WFQ-04,tracking-missing,WF,True,WFQ,[BR-37],"Given the baseline, Then the document contains zero <a> elements; every candidate order number is a <span>. (WF-NEW-B — correct behavior asserted by [BR-37] and §6.2.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1297,prose
QA-WFQ-05,tracking-missing,WF,True,WFQ,,"Given #inbox1 is open, Then it contains no search input and no element with placeholder text. (WF-NEW-A — correct behavior asserted by QA-CMT-07.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1299,prose
QA-WFQ-06,tracking-missing,WF,False,WFQ,,"Given the baseline, When I click #annoToggle, Then body gains class no-anno, every .dot and .legend is hidden, and the button text becomes Show annotations; clicking again restores both. (Demo chrome, §2.3; must not exist in the admin — QA-LOAD-12.)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1301,prose
QA-WFQ-07,tracking-missing,WF,False,WFQ,,"Given the baseline (#poolCount reads 3), When I dispatch two click events on the same .xdel within 200 ms, Then exactly one #m-remove overlay is open and no row has been removed; When I then select a reason and dispatch two click events on Remove from pool, Then exactly one row is removed, exactly one toast cycle occurs, And #poolCount and #poolCountBottom both read 2, equal to the rendered row count. (Rewritten 2026-08-03 — the pre-fix body asserted defect WF-NEW-D's double-decrement, resolved by the guarded confirm handler (§2.4.10). The server-side half remains QA-NEG-03 [ADMIN].)",,,,"8.15 Block WFQ — current wireframe quirks (all [WF]; assert, do not file as bugs)",1303,prose
QA-S0-01,closing,WF,False,S0,,the page opens on the pre-start screen,Given the live wireframe is freshly loaded,,"Then section#s0 has class on and section#s1, #s2, #s2b, #s3, #s4, #shist do not And .wf-tab[data-state=""s0""] has class on and its text is ""0 · Before Start (manual count)"" And exactly one element matches [...document.querySelectorAll('#s0 .pagepad div')].filter(e => t(e) === ""① Today's Outbound Target (manual count)"") — that element is the card heading (the wireframe styles it inline, so there is no class to address; assert by exact R2 text and by a match count of 1) And #targetIn0 exists with placeholder ""Hand-counted qty"" and value === """", followed by the literal text ""orders"" and the button #startBtn0 labelled ""Start Closing""",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1240,prose
QA-S0-02,closing,WF,True,S0,[E-15];[E-16];[WF-8],Start is blocked with an explicit error on empty/invalid input [E-15] [E-16] ([WF-8] fixed 2026-08-03),"Given section#s0 is active and #targetIn0.value is """"",When #startBtn0 is clicked When #targetIn0.value is set to abc (repeat with 0) and #startBtn0 is clicked,"Then section#s0 still has class on and section#s1 does not, and no .scanbig element exists inside the active section And a red toast (#s0 .toast.err) reads ""✕ Enter the hand-counted parcel count first"" (the toast self-removes after ~2.6 s; assert immediately) Then section#s0 still has class on and the newest red toast reads ""✕ The count must be a whole number of 1 or more"" (toasts prepend — the newest is the first .toast.err in the DOM) And the >9999 advisory confirm and the server-side rejections remain [ADMIN] (QA-S0-05/09)",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1247,prose
QA-S0-03,closing,WF,False,S0,,Start with a value enters the in-progress screen (destructive — reload after),Given #targetIn0.value is set to 84,When #startBtn0 is clicked,"Then section#s1 has class on, section#s0 does not, and .wf-tab[data-state=""s1""] has class on",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1256,prose
QA-S0-04,closing,WF,True,S0,,the pre-start screen exposes nothing but the count,Given section#s0 is active,,"Then within #s0 there is no .scanbig, no .clsstat, no .prog, no table.tbl, no .okline and no button whose normalized text starts with ""Confirm Closing""",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1261,prose
QA-S0-05,closing,ADMIN,True,S0,[E-15],invalid targets are rejected with explicit copy [E-15],Given the pre-start screen,"When Start is pressed with 0, -3, 2.5, or abc","Then the session is not created, the screen does not advance, and a red toast reads ""✕ The count must be a whole number of 1 or more"" And with an empty value the toast reads ""✕ Enter the hand-counted parcel count first""",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1265,prose
QA-S0-06,closing,ADMIN,False,S0,,starting persists the session,,When Start succeeds with target 84,"Then a closing.session_started event (DC-1) exists with target_qty=84, the acting user as actor, a server started_at, and the closing date And a green toast reads ""✓ Closing started — target 84 orders"" / ""Scan the tracking barcode of each packed parcel"" And the State 1 banner reads ""Closing in progress (started {hh:mm} · {actor})"" And the scan input is enabled and focused",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1271,prose
QA-S0-07,closing,ADMIN,True,S0,[E-42],starting on an already-confirmed date is blocked [E-42],Given today's closing is CONFIRMED,When Start is attempted,"Then no session is created, a red toast reads ""✕ Today's closing is already confirmed"", and a closing.start_rejected event (DC-2) exists with reason=already_confirmed",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1278,prose
QA-S0-08,closing,ADMIN,False,S0,[E-55],starting while a colleague's session is open loads that session [E-55],Given operator A has an IN_PROGRESS session with 12 rows,When operator B presses Start,"Then B sees A's session (same target, same 12 rows, same sequence numbers), not a new one And DC-2 exists with reason=already_in_progress and the existing session_id",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1283,prose
QA-S0-09,closing,ADMIN,False,S0,[E-15],"an absurd but possible count is advisory, never blocked [E-15]",,When Start is pressed with 12000,"Then an amber inline confirm reads ""That is far above a normal day (12000). Start anyway?"" And confirming creates the session normally with target_qty=12000 (DC-1)",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1289,prose
QA-S0-10,closing,ADMIN,True,S0,[BR-34];[E-76],a zero-parcel day produces no closing record [E-76] [BR-34],,When Start is pressed with 0,"Then the session is not created and the red whole-number toast appears And that date has no Closing History row afterwards, and no zero-valued record is fabricated anywhere",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1294,prose
QA-S0-11,closing,ADMIN,True,S0,[BR-35];[E-72],an unresolved earlier session blocks a new date [E-72] [BR-35],Given the session for 2026-08-02 is still IN_PROGRESS,When an operator opens Closing on 2026-08-03 and presses Start,"Then no new session is created, a red toast reads ""✕ The closing for 2026-08-02 is still open — confirm or cancel it first"", DC-2 exists with reason=prior_date_open And the client opens the 2026-08-02 session with its own date shown in the banner",8.1 QA-S0 — Pre-start & start gating [L-S0-1],1299,prose
QA-SCAN-01,closing,WF,False,SCAN,,the scan input is present and correctly shaped,Given section#s1 is active,,"Then #s1 .scanbig input exists with placeholder ""Scan the tracking barcode — outbound status is judged instantly on scan"" and value YT2618100710108810 And a sibling button.btn-blue labelled ""Scan"" exists And the input is not disabled",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1309,prose
QA-SCAN-02,closing,WF,True,SCAN,[E-9],no scan surface exists before start [E-9],Given section#s0 is active,,Then #s0 .scanbig does not exist and #s0 contains no input other than #targetIn0,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1315,prose
QA-SCAN-03,closing,ADMIN,False,SCAN,,the scanner's Enter submits and focus returns selected,Given an active session and focus in the scan input,When a scanner types a tracking number followed by Enter,"Then a verdict renders, the input regains focus, and its selection covers the whole value so the next scan overwrites it And a closing.scan_recorded event (DC-7) exists with seq, verdict, station and the acting worker",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1319,prose
QA-SCAN-04,closing,ADMIN,True,SCAN,[G-1],the page never refreshes between scans [G-1],Given a counter variable is set on window before the first scan,When 20 consecutive scans are performed,"Then the counter still exists (no document reload occurred) and the scan list, tiles and gate updated in place",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1325,prose
QA-SCAN-05,closing,ADMIN,True,SCAN,[E-1],an empty submit does nothing [E-1],,When Enter is pressed with an empty input,"Then no row is appended, no counter changes, no toast appears, and no DC-7 is written",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1330,prose
QA-SCAN-06,closing,ADMIN,True,SCAN,[E-2],a truncated read is rejected before lookup [E-2],,When a value shorter than the minimum length is submitted,"Then a red toast reads ""✕ Incomplete scan — scan again"", no row appears, and no DC-7 exists",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1334,prose
QA-SCAN-07,closing,ADMIN,False,SCAN,[E-12],scanner artifacts are normalized and both strings persist [E-12],,When the submitted value carries a trailing CR/LF/Tab and surrounding spaces,Then the lookup uses the normalized value and DC-7 contains both tracking_no_raw and tracking_no_normalized,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1338,prose
QA-SCAN-08,closing,ADMIN,True,SCAN,[E-54],"a double-Enter from one read is suppressed, a deliberate rescan is not [E-54]",,When the wedge emits the same value twice inside the debounce window with no intervening input event When the operator deliberately rescans the same parcel later in the session,Then exactly one DC-7 exists Then a second DC-7 exists with verdict=duplicate,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1342,prose
QA-SCAN-09,closing,ADMIN,False,SCAN,[BR-26],the input is never locked while a lookup is in flight [BR-26],Given a lookup artificially delayed by 2 s,When the operator scans two further parcels during that delay,"Then all three scans are accepted, rendered in server-assigned sequence order, and the input accepted keystrokes throughout And no row rendered green before its verdict returned",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1348,prose
QA-SCAN-10,closing,ADMIN,True,SCAN,[E-35],a lookup failure never renders as OK [E-35],Given the scan endpoint returns a network error,,"Then the row renders in an explicit unconfirmed state (never green, never ✓ Outbounded), a red toast appears, and a closing.scan_lookup_failed event (DC-9) exists And a retry carrying the same scan_id appends exactly one row",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1354,prose
QA-SCAN-11,closing,ADMIN,False,SCAN,,click-anywhere refocus with select-all,Given an active session and focus lost by clicking the page background,When any non-interactive area is clicked,Then focus returns to the scan input and its entire value is selected,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1359,prose
QA-SCAN-12,closing,ADMIN,True,SCAN,[E-48],refocus does not hijack typing [E-48],Given M1 is open and the operator is typing in the memo textarea,,"Then focus stays in the textarea and no character is lost And the same holds for the M2 modal, the target-edit field and the Comments hub search And refocus resumes once the modal closes",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1364,prose
QA-SCAN-13,closing,WF,True,SCAN,,the State 4 scan input is rendered enabled in the demo (documents U-b),Given section#s4 is active,,"Then #s4 .scanbig input exists, has value === """" and does not carry the disabled attribute And this is a known demo divergence: the shipping behavior is disabled (QA-CONFIRM-12)",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1370,prose
QA-SCAN-14,closing,ADMIN,False,SCAN,[E-69],a multi-line paste becomes sequential scans [E-69],,When three newline-separated tracking numbers are pasted into the scan input and submitted,Then three rows appear in the pasted order with consecutive sequence numbers and three DC-7 events exist,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1375,prose
QA-SCAN-15,closing,ADMIN,False,SCAN,[E-67],Tab terminates a read; an unterminated read does not submit [E-67],,When a wedge appends Tab instead of Enter When a read arrives with no terminator,"Then the scan submits and focus remains in the scan input (focus does not move to the ""Scan"" button) Then no submit occurs, the value stays in the field, and no DC-7 exists until Enter or the ""Scan"" button is used",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1379,prose
QA-SCAN-16,closing,WF,True,SCAN,,the wireframe implements no refocus loop (documents the demo gap),Given section#s1 is active,When the page background is clicked,Then focus does not move to #s1 .scanbig input (the demo has no refocus handler) And the shipping behavior is asserted in QA-SCAN-11,8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1385,prose
QA-SCAN-17,closing,ADMIN,True,SCAN,[E-77],"autofill, spell-check and IME composition cannot corrupt a wedge burst [E-77]",Given an active session and focus in the scan input,When a compositionstart event fires mid-burst and the terminator (Enter or Tab) arrives before compositionend,"Then the input carries autocomplete=""off"", autocapitalize=""off"" and spellcheck=""false"", and no browser suggestion popup is rendered while a wedge burst is typed Then the submit is deferred to compositionend: no partial string is submitted, exactly one row is appended, and exactly one DC-7 exists carrying the complete tracking number And no DC-7 exists for any partial prefix of that value",8.2 QA-SCAN — Scan input protocol & focus [L-S1-1] [L-S1-F],1391,prose
QA-VERDICT-01,closing,WF,False,VERDICT,,an OK row renders green with the exact pill,Given section#s1 is active,,"Then the row whose first cell is #1 has class row-ok, its Order Status cell contains span.cs-shipped with text ""Prepare Shipment"", and its Closing Verdict cell contains span.cs-shipped with text ""✓ Outbounded"" And its Notes cell reads ""–"" and its Worker cell reads ""Dean""",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1402,prose
QA-VERDICT-02,closing,WF,False,VERDICT,[L-S1-2],the compact OK line is present and byte-exact [L-S1-2],Given section#s1 is active,,"Then #s1 .okline exists; its b element reads exactly ""✓ #5 Outbounded""; it contains the text ""Order 413540 · Tracking YT2618100710108810 · Prepare Shipment"" and the muted right-hand text ""18:41:07 · Dean"" And #s1 contains no .bigstatus element (no large OK panel — removed 2026-07-23)",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1407,prose
QA-VERDICT-03,closing,WF,False,VERDICT,[WF-5],a Processing scan renders the warning row and the in-row action,Given section#s2 is active,,"Then the row whose first cell is #4 has class row-bad, its Order Status cell shows span.cs-processing ""Processing"", its Closing Verdict cell shows span.cs-processing ""⚠ Not outbounded"", and its Notes cell contains a button labelled ""Process this order"" carrying data-modal=""m-process"" And #s2 contains no .bigstatus element (no large red panel — [WF-5])",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1412,prose
QA-VERDICT-04,closing,WF,True,VERDICT,,OK rows carry no resolution button,Given section#s1 is active,,"Then no tr.row-ok in #s1 contains a button labelled ""Process this order"", and no tr.row-ok contains span.cs-processing or span.cs-dup",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1417,prose
QA-VERDICT-05,closing,WF,False,VERDICT,[L-S1-6],the scan-list column contract [L-S1-6],Given section#s1 is active,,"Then #s1 table.tbl thead th yields exactly 10 cells whose R2-normalized texts are, in order: #, Scan Time, Tracking Barcode, Order ID, Items, Order Status, Closing Verdict, Worker, Notes, (empty, 44px) And note that raw textContent would read #6 and Closing Verdict5 because two annotation dots sit inside those cells — the assertion is made after stripping .dot (R2) And the paragraph beneath the table reads ""Sequence (#) = cumulative from 1 after closing starts · lowest first · all rows stored in the backend (fully included in the closing report export)""",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1421,prose
QA-VERDICT-06,closing,ADMIN,False,VERDICT,[BR-1],only Prepare Shipment is OK [BR-1],,When a tracking number is scanned whose order status is Prepare Shipment,"Then the verdict is ok, the row is green, ok_count increments by 1, no sound plays, and DC-7 records verdict=ok with order_status_at_scan=prepare-shipment",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1427,prose
QA-VERDICT-07,closing,ADMIN,True,VERDICT,[E-5];[PD-76],abnormal statuses warn without offering M1 [E-5] [PD-76],,"When orders in Shipped, Completed, On Hold, Refunded, Failed and Pending are scanned When an order carrying the cancellation flag is scanned (cancellation is a flag, not a ninth status — §3.6)","Then each row shows the ⚠ Not outbounded pill, the Order Status column shows the actual status, the Notes read ""Order status is {status} — not shipped from this closing"", and no ""Process this order"" button is rendered And each row is an outstanding warning and contributes 0 to ok_count Then its row shows the same ⚠ Not outbounded pill, its Order Status column renders the underlying status label plus a Cancelled marker, no ""Process this order"" button is rendered, and DC-7 records order_status_at_scan as one of the 8 lowercase-hyphenated values — never the literal cancelled",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1431,prose
QA-VERDICT-08,closing,ADMIN,True,VERDICT,[E-14],an ambiguous tracking number is never auto-resolved [E-14],Given one tracking number attached to orders 413511 and 413540,When it is scanned,"Then no order is silently selected, the row is a warning excluded from ok_count, the Notes cell reads ""Matches 2 orders — 413511, 413540 — resolve before closing"", and DC-7 records verdict=ambiguous with colliding_order_ids=[413511,413540]",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1438,prose
QA-VERDICT-09,closing,ADMIN,False,VERDICT,,the OK toast copy,,When an OK scan completes,"Then a green toast reads ""✓ Outbound confirmed — {tracking}"" with subtext ""Ready for the next barcode scan""",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1443,prose
QA-VERDICT-10,closing,ADMIN,True,VERDICT,,warnings toast in red and name the verdict,,When a Processing scan completes,"Then the toast is red, reads ""⚠ Not outbounded — {tracking}"" with subtext ""Order {order_id} · Processing"", and a closing.warning_raised event (DC-10) exists with warning_class=not_outbounded",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1447,prose
QA-VERDICT-11,closing,ADMIN,True,VERDICT,[E-13];[PD-8],an inbound-request tracking number does not resolve here [E-13] [PD-8],Given a tracking number registered on an inbound request but on no customer order,When it is scanned at closing,"Then the verdict is unknown (never a match against the inbound request), ok_count is unchanged, and no inbound-request record is touched And the same holds for a product EAN starting 8809, a bare Order ID, and a Deleo number",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1451,prose
QA-VERDICT-12,closing,ADMIN,False,VERDICT,[BR-33];[E-64],a split order counts once per parcel [E-64] [BR-33],Given order 413600 shipped in two boxes with tracking YTA… and YTB…,When both are scanned,Then both verdicts are ok and ok_count increases by 2,8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1457,prose
QA-VERDICT-13,closing,ADMIN,False,VERDICT,[BR-33];[E-65],a combined box counts once [E-65] [BR-33],Given orders 413601 and 413602 shipped in one box under tracking YTC…,When YTC… is scanned twice,"Then the first is ok (+1) and the second is duplicate (+0), so the box contributes exactly 1 to ok_count",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1462,prose
QA-VERDICT-14,closing,ADMIN,True,VERDICT,[BR-37];[E-63],a parcel from a previous closing is not a duplicate [E-63] [BR-37],Given tracking YTD… was OK-scanned in yesterday's confirmed closing and its order is now Shipped,When it is scanned in today's session,"Then the verdict is not_outbounded (not duplicate), the Order Status column shows Shipped, and no cross-day duplicate index is consulted",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1467,prose
QA-VERDICT-15,closing,ADMIN,False,VERDICT,[E-52],a zero-line order in Prepare Shipment is still OK [E-52],Given order 413700 has status prepare-shipment and zero line items,When its tracking number is scanned,"Then the verdict is ok, the row is green, ok_count increments by 1, and the Items cell renders exactly 0 (not –, not blank) And DC-7 records item_count=0 with verdict=ok — closing verifies that a parcel shipped, never what is inside it",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1472,prose
QA-VERDICT-16,closing,ADMIN,False,VERDICT,[E-66],a marketing order is judged purely on status [E-66],"Given a marketing order whose order number carries the MKT- prefix, status prepare-shipment",When its tracking number is scanned,"Then the verdict is ok and it counts toward ok_count exactly like any other parcel — no prefix-based exclusion, no special pill, no separate bucket And the same order in processing yields not_outbounded with the [Process this order] button, identical to a non-marketing order And no filter anywhere in the closing pipeline references the order-number prefix",8.3 QA-VERDICT — Verdict engine [L-S1-5] [L-S1-2] [L-S1-6] [L-S2-1],1478,prose
QA-UNKNOWN-01,closing,WF,False,UNKNOWN,,the unknown row renders with dashes and the red pill,Given section#s2b is active,,"Then the row whose first cell is #7 has class row-bad, its Order ID, Items and Order Status cells all read –, and its Closing Verdict cell contains span.cs-dup with text ""⚠ Unknown order""",8.4 QA-UNKNOWN — Unknown order [L-S2b-1],1489,prose
QA-UNKNOWN-02,closing,WF,False,UNKNOWN,,the prescribed operator copy is intact,,,"Then that row's Notes cell reads exactly ""Mistyped tracking no. or an order from another system — check the physical label""",8.4 QA-UNKNOWN — Unknown order [L-S2b-1],1493,prose
QA-UNKNOWN-03,closing,WF,False,UNKNOWN,,the warnings tile names the unknown class,Given section#s2b is active,,"Then #s2b .tile.warn .lab reads ""Warnings (not outbounded · duplicate · unknown order)"" and its .val reads 4 And #s2b .proglab contains ""unknown orders are not counted""",8.4 QA-UNKNOWN — Unknown order [L-S2b-1],1496,prose
QA-UNKNOWN-04,closing,ADMIN,True,UNKNOWN,[BR-6];[E-3],an unknown scan never increments OK [E-3] [BR-6],,When a tracking number matching no order is scanned,"Then ok_count is unchanged, outstanding_warnings increments by 1, and DC-7 records verdict=unknown with order_id=null",8.4 QA-UNKNOWN — Unknown order [L-S2b-1],1501,prose
QA-UNKNOWN-05,closing,ADMIN,True,UNKNOWN,[BR-23],an unknown scan raises no Slack and creates no pool item [BR-23],,When an unknown scan is recorded,"Then no message is dispatched to #unrecognized-tracking, no unrecognized-pool item is created, and no Slack event of any kind exists for this action",8.4 QA-UNKNOWN — Unknown order [L-S2b-1],1505,prose
